0,time,open,high,low,close,adjclose,volume,code
89,"January 11, 2013",74.428574,75.045715,74.145714,74.328575,67.463989,87626700,AAPL
90,"January 14, 2013",71.811432,72.5,71.215714,71.678574,65.05873100000001,183551900,AAPL
91,"January 15, 2013",71.185715,71.284286,69.054283,69.41714499999999,63.006161,219193100,AAPL
92,"January 16, 2013",70.66285699999999,72.77714499999999,70.35714,72.298569,65.621475,172701200,AAPL
93,"January 17, 2013",72.90142800000001,72.964287,71.718575,71.811432,65.17930600000001,113419600,AAPL
94,"January 18, 2013",71.21714,71.745712,70.914284,71.428574,64.831818,118230700,AAPL
95,"January 22, 2013",72.08000200000001,72.554283,70.947144,72.110001,65.45030200000001,115386600,AAPL
96,"January 23, 2013",72.687141,73.57,72.110001,73.43,66.64840699999999,215377400,AAPL
97,"January 24, 2013",65.714287,66.53286,64.321426,64.35714,58.413467000000004,365213100,AAPL
98,"January 25, 2013",64.52714499999999,65.175713,62.14285699999999,62.84,57.036427,302006600,AAPL
99,"January 28, 2013",62.547142,64.744286,62.265713,64.261429,58.326584,196379400,AAPL
100,"January 29, 2013",65.5,65.742859,64.58856999999999,65.46714,59.42094399999999,142789500,AAPL
101,"January 30, 2013",65.285713,66.085716,64.928574,65.261429,59.234215,104288800,AAPL
102,"January 31, 2013",65.28286,65.611427,64.997147,65.07,59.06048199999999,79833600,AAPL
103,"February 01, 2013",65.58714300000001,65.639999,64.050003,64.802856,58.818024,134871100,AAPL
104,"February 04, 2013",64.844284,65.13428499999999,63.14285699999999,63.188572,57.35281,119279300,AAPL
105,"February 05, 2013",63.435715,65.677139,63.174285999999995,65.405716,59.365196,143336900,AAPL
106,"February 06, 2013",65.209999,66.64286,64.654289,65.335716,59.301662,148426600,AAPL
107,"February 07, 2013",66.178574,67.14286,64.87428299999999,66.888573,61.064933999999994,176145200,AAPL
108,"February 08, 2013",67.714287,68.40142800000001,66.89286,67.854286,61.946575,158289600,AAPL
109,"February 11, 2013",68.071426,69.27714499999999,67.60714,68.561432,62.592148,129372600,AAPL
110,"February 12, 2013",68.501427,68.91143000000001,66.82,66.842857,61.023196999999996,152263300,AAPL
111,"February 13, 2013",66.744286,67.66285699999999,66.174286,66.715714,60.90711999999999,118801900,AAPL
112,"February 14, 2013",66.360001,67.377144,66.288574,66.655716,60.85234499999999,88818800,AAPL
113,"February 15, 2013",66.978569,67.165718,65.70285799999999,65.737144,60.013752000000004,97936300,AAPL
114,"February 19, 2013",65.871429,66.104286,64.835716,65.71285999999999,59.991589000000005,108945900,AAPL
115,"February 20, 2013",65.38428499999999,65.38428499999999,64.114288,64.121429,58.53870799999999,119075600,AAPL
116,"February 21, 2013",63.714287,64.16714499999999,63.259997999999996,63.722857999999995,58.174831000000005,111795600,AAPL
117,"February 22, 2013",64.178574,64.514282,63.799999,64.40142800000001,58.794318999999994,82663700,AAPL
118,"February 25, 2013",64.835716,65.017143,63.224284999999995,63.257141000000004,57.749676,93144800,AAPL
119,"February 26, 2013",63.402859,64.505714,62.52285799999999,64.138573,58.554363,125374900,AAPL
120,"February 27, 2013",64.061432,64.63428499999999,62.950001,63.509997999999996,57.980515000000004,146837600,AAPL
121,"February 28, 2013",63.435715,63.98143,63.057143999999994,63.057143999999994,57.567085,80628800,AAPL
122,"March 01, 2013",62.57143000000001,62.597141,61.425713,61.495716,56.141605000000006,138112100,AAPL
123,"March 04, 2013",61.114284999999995,61.171429,59.85714300000001,60.007141000000004,54.782627000000005,145688900,AAPL
124,"March 05, 2013",60.21143000000001,62.169998,60.10714300000001,61.591427,56.228977,159608400,AAPL
125,"March 06, 2013",62.07285699999999,62.17856999999999,60.632858,60.80857099999999,55.514275,115062500,AAPL
126,"March 07, 2013",60.64285699999999,61.715714,60.151428,61.51142900000001,56.155944999999996,117118400,AAPL
127,"March 08, 2013",61.400002,62.204285,61.23,61.674285999999995,56.304623,97870500,AAPL
128,"March 11, 2013",61.39285699999999,62.715714,60.734287,62.552856000000006,57.106697,118559000,AAPL
129,"March 12, 2013",62.228573,62.697143999999994,61.08142900000001,61.204285,55.875538,116477900,AAPL
130,"March 13, 2013",61.207142000000005,62.07143000000001,60.765713,61.192856000000006,55.86510500000001,101387300,AAPL
131,"March 14, 2013",61.832859,62.091427,61.492858999999996,61.785713,56.406349,75968900,AAPL
132,"March 15, 2013",62.561428,63.46143000000001,62.464287,63.380001,57.861835,160990200,AAPL
133,"March 18, 2013",63.064285,65.351425,63.028572,65.102859,59.434692000000005,151549300,AAPL
134,"March 19, 2013",65.64286,65.852859,64.071426,64.927139,59.274273,131693800,AAPL
135,"March 20, 2013",65.345711,65.37571700000001,64.227142,64.58285500000001,58.959965000000004,77165200,AAPL
136,"March 21, 2013",64.317146,65.425713,64.300003,64.675713,59.044731000000006,95813900,AAPL
137,"March 22, 2013",64.940002,66.014282,64.730003,65.987144,60.24199300000001,98776300,AAPL
138,"March 25, 2013",66.38428499999999,67.135712,65.968575,66.225716,60.459785,125283900,AAPL
139,"March 26, 2013",66.49143199999999,66.548569,65.790001,65.877144,60.141571,73573500,AAPL
140,"March 27, 2013",65.208572,65.257141,64.389999,64.58285500000001,58.959965000000004,82809300,AAPL
141,"March 28, 2013",64.260002,64.545715,63.08857,63.237143999999994,57.731411,110709900,AAPL
142,"April 01, 2013",63.128570999999994,63.385715000000005,61.105713,61.27285799999999,55.938145,97433000,AAPL
143,"April 02, 2013",61.085712,62.591427,60.914288,61.398571,56.05290600000001,132379800,AAPL
144,"April 03, 2013",61.624287,62.468571,61.472857999999995,61.712856,56.339831999999994,90804000,AAPL
145,"April 04, 2013",61.965714,62.14285699999999,60.75,61.102856,55.78294,89611900,AAPL
146,"April 05, 2013",60.64285699999999,60.707142000000005,59.954285,60.457142000000005,55.193451,95923800,AAPL
147,"April 08, 2013",60.692856000000006,61.07143000000001,60.355713,60.887142000000004,55.586014,75207300,AAPL
148,"April 09, 2013",60.908573,61.214287,60.39285699999999,60.99714300000001,55.686431999999996,76653500,AAPL
149,"April 10, 2013",61.157143000000005,62.437141000000004,60.85856999999999,62.241428000000006,56.82238,93982000,AAPL
150,"April 11, 2013",61.959998999999996,62.57,61.599998,62.047142,56.645012,82091100,AAPL
151,"April 12, 2013",62.021427,62.021427,61.298573,61.400002,56.054221999999996,59653300,AAPL
152,"April 15, 2013",61.0,61.127143999999994,59.935715,59.978573,54.75654599999999,79380000,AAPL
153,"April 16, 2013",60.224284999999995,60.944286,60.08142900000001,60.89143000000001,55.589923999999996,76442800,AAPL
154,"April 17, 2013",60.03856999999999,60.085712,56.872856000000006,57.542857999999995,52.532906000000004,236264000,AAPL
155,"April 18, 2013",57.855713,57.970001,55.67714300000001,56.007141000000004,51.130882,166574800,AAPL
156,"April 19, 2013",55.424285999999995,57.085712,55.014286,55.790001000000004,50.932652000000004,152318600,AAPL
157,"April 22, 2013",56.091427,57.457142000000005,55.895714,56.952858,51.99427,107480100,AAPL
158,"April 23, 2013",57.712856,58.34,56.972857999999995,58.01857,52.96719,166059600,AAPL
159,"April 24, 2013",56.220001,59.32143000000001,56.07143000000001,57.922855000000006,52.87980699999999,242412800,AAPL
160,"April 25, 2013",58.74714300000001,59.134285,58.14285699999999,58.34,53.260631999999994,96209400,AAPL
161,"April 26, 2013",58.544284999999995,59.824287,58.32143000000001,59.599998,54.410934,191024400,AAPL
162,"April 29, 2013",60.064285,61.945713,60.0,61.445713,56.095946999999995,160081600,AAPL
163,"April 30, 2013",62.157143000000005,63.60714300000001,61.724284999999995,63.254284,57.747059,172884600,AAPL
164,"May 01, 2013",63.494285999999995,63.561428,62.055714,62.755714000000005,57.291889000000005,126727300,AAPL
165,"May 02, 2013",63.111427,64.084282,62.947143999999994,63.645714,58.10440799999999,105457100,AAPL
166,"May 03, 2013",64.47285500000001,64.747147,64.164284,64.28286,58.686077000000004,90325200,AAPL
167,"May 06, 2013",65.101425,66.028572,64.90142800000001,65.815712,60.085476,124160400,AAPL
168,"May 07, 2013",66.424286,66.535713,64.814285,65.522858,59.818127000000004,120938300,AAPL
169,"May 08, 2013",65.577141,66.48143,65.11571500000001,66.262856,60.49369,118149500,AAPL
170,"May 09, 2013",65.687141,66.14286,65.08285500000001,65.252853,59.965931000000005,99621900,AAPL
171,"May 10, 2013",65.424286,65.672859,64.354286,64.709999,59.46706,83713000,AAPL
172,"May 13, 2013",64.501427,65.414284,64.5,64.96285999999999,59.699431999999995,79237200,AAPL
173,"May 14, 2013",64.835716,65.028572,63.164288,63.408573,58.271083999999995,111779500,AAPL
174,"May 15, 2013",62.737143999999994,63.0,60.337143000000005,61.264286,56.300521999999994,185403400,AAPL
175,"May 16, 2013",60.462856,62.549999,59.842856999999995,62.082859,57.052780000000006,150801000,AAPL
176,"May 17, 2013",62.721428,62.869999,61.57285699999999,61.894287,56.879478000000006,106976100,AAPL
177,"May 20, 2013",61.701427,63.685715,61.442856000000006,63.275715000000005,58.148987,112894600,AAPL
178,"May 21, 2013",62.592856999999995,63.639998999999996,62.028572,62.80857099999999,57.719688,114005500,AAPL
179,"May 22, 2013",63.435715,64.050003,62.602856,63.049999,57.94155500000001,110759600,AAPL
180,"May 23, 2013",62.278572,63.737143999999994,62.255714000000005,63.162856999999995,58.045265,88255300,AAPL
181,"May 24, 2013",62.978573,63.665714,62.908573,63.592856999999995,58.440422,69041700,AAPL
182,"May 28, 2013",64.271431,64.444283,62.978573,63.062858999999996,57.953368999999995,96536300,AAPL
183,"May 29, 2013",62.85714300000001,63.92856999999999,62.771427,63.564285,58.414173,82644100,AAPL
184,"May 30, 2013",63.664288,64.928574,63.501427,64.511429,59.284576,88379900,AAPL
185,"May 31, 2013",64.64286,65.300003,64.214287,64.247147,59.041709999999995,96075700,AAPL
186,"June 03, 2013",64.389999,64.622856,63.21143000000001,64.388573,59.171677,93088100,AAPL
187,"June 04, 2013",64.745712,64.918571,63.912856999999995,64.187141,58.986561,73182200,AAPL
188,"June 05, 2013",63.664288,64.388573,63.387142000000004,63.587143000000005,58.435165000000005,72647400,AAPL
189,"June 06, 2013",63.638573,63.85714300000001,62.007141000000004,62.637142000000004,57.562144999999994,104233500,AAPL
190,"June 07, 2013",62.35714300000001,63.32,61.824287,63.115715,58.001948999999996,101133900,AAPL
191,"June 10, 2013",63.532856,64.154289,62.400002,62.69857,57.618603,112538300,AAPL
192,"June 11, 2013",62.248573,63.251427,61.902859,62.514286,57.449242000000005,71528100,AAPL
193,"June 12, 2013",62.785713,63.035713,61.64285699999999,61.741428000000006,56.739006,66306800,AAPL
194,"June 13, 2013",61.785713,62.44857,61.25,62.279999,57.233936,71458100,AAPL
195,"June 14, 2013",62.200001,62.327144999999994,61.214287,61.435715,56.458061,67966500,AAPL
196,"June 17, 2013",61.634285,62.242858999999996,61.48,61.714287,56.714068999999995,64853600,AAPL
197,"June 18, 2013",61.651428,62.128570999999994,61.458572,61.681427,56.683868000000004,48756400,AAPL
198,"June 19, 2013",61.628570999999994,61.665714,60.42856999999999,60.42856999999999,55.532516,77735000,AAPL
199,"June 20, 2013",59.900002,60.854286,59.310001,59.548573,54.723819999999996,89327700,AAPL
200,"June 21, 2013",59.784286,60.0,58.299999,59.07143000000001,54.285336,120279600,AAPL
201,"June 24, 2013",58.200001,58.380001,56.864284999999995,57.505714000000005,52.846478000000005,120186500,AAPL
202,"June 25, 2013",57.957142000000005,58.255714000000005,56.975716000000006,57.51857,52.858284,78540700,AAPL
203,"June 26, 2013",57.700001,57.827144999999994,56.52285799999999,56.867142,52.259644,91931000,AAPL
204,"June 27, 2013",57.035713,57.341427,56.220001,56.254284,51.69643,84311500,AAPL
205,"June 28, 2013",55.908573,57.181427,55.552856000000006,56.647144,52.057472,144629100,AAPL
206,"July 01, 2013",57.527142000000005,58.895714,57.317142000000004,58.459998999999996,53.723442000000006,97763400,AAPL
207,"July 02, 2013",58.565716,60.232856999999996,58.495716,59.784286,54.940433999999996,117466300,AAPL
208,"July 03, 2013",60.122856000000006,60.425713,59.635715000000005,60.114284999999995,55.243694,60232200,AAPL
209,"July 05, 2013",60.055714,60.470001,59.335712,59.631428,54.79995699999999,68506200,AAPL
210,"July 08, 2013",60.015713,60.14285699999999,58.664288,59.292857999999995,54.488823,74534600,AAPL
211,"July 09, 2013",59.085712,60.5,58.625713,60.335712,55.447182,88146100,AAPL
212,"July 10, 2013",59.942856000000006,60.685715,59.75,60.104286,55.234512,70351400,AAPL
213,"July 11, 2013",60.421429,61.17856999999999,60.167141,61.041428,56.095721999999995,81573100,AAPL
214,"July 12, 2013",61.092856999999995,61.398571,60.487143999999994,60.93,55.993324,69890800,AAPL
215,"July 15, 2013",60.715714,61.637142000000004,60.685715,61.062858999999996,56.115402,60479300,AAPL
216,"July 16, 2013",60.931427,61.529999,60.595715000000006,61.457142000000005,56.477757,54134500,AAPL
217,"July 17, 2013",61.385715000000005,61.745716,61.174285999999995,61.472857999999995,56.492199,49747600,AAPL
218,"July 18, 2013",61.91143,62.124287,61.515713,61.68,56.682552,54719700,AAPL
219,"July 19, 2013",61.871429000000006,61.99714300000001,60.621429000000006,60.707142000000005,55.788513,67180400,AAPL
220,"July 22, 2013",61.351429,61.39285699999999,60.781429,60.901428,55.967068000000005,51949100,AAPL
221,"July 23, 2013",60.85714300000001,60.994285999999995,59.815716,59.855713,55.006069,92348900,AAPL
222,"July 24, 2013",62.704285,63.512856000000006,62.18,62.93,57.831276,147984200,AAPL
223,"July 25, 2013",62.957142000000005,63.057143999999994,62.258571999999994,62.64285699999999,57.56739399999999,57373400,AAPL
224,"July 26, 2013",62.185715,63.005714000000005,62.048573,62.998573,57.894299,50038100,AAPL
225,"July 29, 2013",62.971428,64.284286,62.885715000000005,63.970001,58.787022,62014400,AAPL
226,"July 30, 2013",64.279999,65.307144,64.175713,64.760002,59.513016,77355600,AAPL
227,"July 31, 2013",64.998573,65.334282,64.204285,64.647141,59.409293999999996,80739400,AAPL
228,"August 01, 2013",65.10714,65.257141,64.751427,65.239998,59.954108999999995,51562700,AAPL
229,"August 02, 2013",65.43,66.121429,65.237144,66.077141,60.723431000000005,68695900,AAPL
230,"August 05, 2013",66.38428499999999,67.238571,66.021431,67.064285,61.630589,79713900,AAPL
231,"August 06, 2013",66.860001,67.41285699999999,66.024284,66.464287,61.079197,83714400,AAPL
232,"August 07, 2013",66.257141,66.714287,65.96714,66.425713,61.043766000000005,74714500,AAPL
233,"August 08, 2013",66.26571700000001,66.300003,65.421425,65.858574,60.922183999999994,63944300,AAPL
234,"August 09, 2013",65.519997,65.779999,64.807144,64.921425,60.055271,66716300,AAPL
235,"August 12, 2013",65.26571700000001,66.949997,65.232857,66.76571700000001,61.761326000000004,91108500,AAPL
236,"August 13, 2013",67.27714499999999,70.665718,66.864288,69.938568,64.69635799999999,220485300,AAPL
237,"August 14, 2013",71.12571700000001,72.035713,70.485718,71.214287,65.876465,189093100,AAPL
238,"August 15, 2013",70.91714499999999,71.771431,69.86856800000001,71.129997,65.798477,122573500,AAPL
239,"August 16, 2013",71.449997,71.84857199999999,71.26571700000001,71.761429,66.382607,90576500,AAPL
240,"August 19, 2013",72.048569,73.391426,72.0,72.534286,67.097527,127629600,AAPL
241,"August 20, 2013",72.815712,72.938568,71.545715,71.581429,66.216072,89672100,AAPL
242,"August 21, 2013",71.941429,72.449997,71.599998,71.76571700000001,66.38655899999999,83969900,AAPL
243,"August 22, 2013",72.139999,72.227142,71.171425,71.851425,66.465851,61051900,AAPL
244,"August 23, 2013",71.895714,71.907143,71.335716,71.574287,66.209473,55682900,AAPL
245,"August 26, 2013",71.535713,72.885712,71.5,71.852859,66.467178,82741400,AAPL
246,"August 27, 2013",71.14286,71.78714000000001,69.471428,69.798569,64.566856,106047200,AAPL
247,"August 28, 2013",69.428574,70.828575,69.428574,70.128571,64.872116,76902000,AAPL
248,"August 29, 2013",70.235718,70.928574,70.16143000000001,70.242859,64.97784399999999,59914400,AAPL
249,"August 30, 2013",70.285713,70.421425,69.5,69.602859,64.385818,68074300,AAPL
250,"September 03, 2013",70.442856,71.514282,69.621429,69.79714200000001,64.565536,82982200,AAPL
251,"September 04, 2013",71.36571500000001,71.748573,70.897141,71.24143199999999,65.90158100000001,86258200,AAPL
252,"September 05, 2013",71.464287,71.525711,70.519997,70.752853,65.44963100000001,59091900,AAPL
253,"September 06, 2013",71.205711,71.339996,69.992859,71.174286,65.839439,89881400,AAPL
254,"September 09, 2013",72.14286,72.559998,71.925713,72.309998,66.89003000000001,85171800,AAPL
255,"September 10, 2013",72.314285,72.492859,69.928574,70.66285699999999,65.36635600000001,185798900,AAPL
256,"September 11, 2013",66.715714,67.66999799999999,66.40142800000001,66.815712,61.807570999999996,224674100,AAPL
257,"September 12, 2013",66.928574,67.914284,66.572861,67.52714499999999,62.465687,101012800,AAPL
258,"September 13, 2013",67.048569,67.404289,66.385712,66.414284,61.436237,74708900,AAPL
259,"September 16, 2013",65.85714,65.944283,63.888573,64.302856,59.48307,135926700,AAPL
260,"September 17, 2013",63.994285999999995,65.672859,63.92856999999999,65.045715,60.17025400000001,99845200,AAPL
261,"September 18, 2013",66.168571,66.621429,65.808571,66.382858,61.407166000000004,114215500,AAPL
262,"September 19, 2013",67.242859,67.975716,67.035713,67.471428,62.414134999999995,101135300,AAPL
263,"September 20, 2013",68.285713,68.364288,66.571426,66.772858,61.767936999999996,174825700,AAPL
264,"September 23, 2013",70.871429,70.987144,68.942856,70.091431,64.837769,190526700,AAPL
265,"September 24, 2013",70.697144,70.781425,69.688568,69.871429,64.63426199999999,91086100,AAPL
266,"September 25, 2013",69.885712,69.94856999999999,68.775711,68.790001,63.633883999999995,79239300,AAPL
267,"September 26, 2013",69.428574,69.794289,69.128571,69.459999,64.253662,59305400,AAPL
268,"September 27, 2013",69.111427,69.238571,68.674286,68.964287,63.795109,57010100,AAPL
269,"September 30, 2013",68.178574,68.808571,67.772858,68.10714,63.002205000000004,65039100,AAPL
270,"October 01, 2013",68.349998,69.877144,68.339996,69.708572,64.483612,88470900,AAPL
271,"October 02, 2013",69.37571700000001,70.257141,69.10714,69.937141,64.69503,72296000,AAPL
272,"October 03, 2013",70.072861,70.335716,68.677139,69.058571,63.88231999999999,80688300,AAPL
273,"October 04, 2013",69.122856,69.228569,68.371429,69.004288,63.83211899999999,64717100,AAPL
274,"October 07, 2013",69.50856800000001,70.378571,69.335716,69.678574,64.45585600000001,78073100,AAPL
275,"October 08, 2013",69.99143199999999,70.091431,68.648575,68.705711,63.555907999999995,72729300,AAPL
276,"October 09, 2013",69.23428299999999,69.684288,68.325714,69.512856,64.302559,75431300,AAPL
277,"October 10, 2013",70.188568,70.339996,69.577141,69.94856999999999,64.705612,69650700,AAPL
278,"October 11, 2013",69.57,70.548569,69.308571,70.40142800000001,65.12451899999999,66934700,AAPL
279,"October 14, 2013",69.975716,71.08285500000001,69.907143,70.862854,65.551369,65474500,AAPL
280,"October 15, 2013",71.072861,71.714287,70.788574,71.239998,65.900238,80018400,AAPL
281,"October 16, 2013",71.541428,71.790001,71.318573,71.58714300000001,66.221367,62775300,AAPL
282,"October 17, 2013",71.425713,72.111427,71.382858,72.071426,66.669342,63398300,AAPL
283,"October 18, 2013",72.284286,72.751427,72.244286,72.69856999999999,67.249496,72635500,AAPL
284,"October 21, 2013",73.110001,74.900002,73.074287,74.480003,68.897377,99526700,AAPL
285,"October 22, 2013",75.201431,75.492859,72.575714,74.267143,68.70049300000001,133515900,AAPL
286,"October 23, 2013",74.14286,75.095711,74.14286,74.994286,69.373138,78430800,AAPL
